submission_id,problem_id,outcome,classification,stderr_tail
s474301070,p02363,COMPILED_CLEAN,,"ources\p02363\C++\s474301070.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02363\C++\s474301070.cpp:75:33: warning: integer overflow in expression [-Woverflow]
       if(WF.dist[i][j]==((1<<31)-1)) cout<<""INF"";
                          ~~~~~~~^~
"
s802371420,p02871,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02871\C++\s802371420.cpp:213:1: error: 'atcoder' does not name a type
 atcoder-tools: The pre-rendered templates are not found.
 ^~~~~~~
"
s445444498,p00229,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00229\C++\s445444498.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00229\C++\s445444498.cpp:6:1: error: 'point' was not declared in this scope
 point=100;
 ^~~~~
"
s239387548,p03832,COMPILED_CLEAN,,
s096572293,p01940,FAILED,OTHER,"ormer-defect-prediction\data\processed\sources\p01940\C++\s096572293.cpp:2:11: error: missing terminating > character
 #include <
           ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01940\C++\s096572293.cpp:2:10: error: empty filename in #include
 #include <
          ^
"
s545808707,p03958,FAILED,OTHER,"tion\data\processed\sources\p03958\C++\s545808707.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03958\C++\s545808707.cpp:30:18: error: decrement of member 'std::pair<int, int>::first' in read-only object
    qu.top().first--;
                  ^~
"
s439977629,p00357,FAILED,OTHER,"re '}' token
 }
 ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00357\C++\s439977629.cpp: In function 'std::__cxx11::string check1()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00357\C++\s439977629.cpp:45:1: error: expected ';' before '}' token
 }
 ^
"
s594836639,p03303,FAILED,OTHER,"94836639.cpp:3:34: error: stray '@' in program
 -- author: Seong Yong-ju <sei40kr@gmail.com>
                                  ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03303\C++\s594836639.cpp:1:1: error: expected unqualified-id before '--' token
 -- acrostic.hs ---
 ^~
"
s870879513,p00357,FAILED,OTHER,"y-expression before 'break'
         if(d[i]<10)x=1,break;
                        ^~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00357\C++\s870879513.cpp:12:24: error: expected primary-expression before 'break'
         if(d[i]<10)x=1,break;
                        ^~~~~
"
s793044953,p01815,FAILED,OTHER,"pp:159:12: error: template argument 3 is invalid
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01815\C++\s793044953.cpp:163:43: error: 'weight_dfs' was not declared in this scope
     cout << weight_dfs(decomped, 0, weight) << endl;
                                           ^
"
s770682140,p03220,FAILED,OTHER,"ude\c++\cstdlib:180:3: note: candidate: long long int std::abs(long long int)
   abs(long long __x) { return __builtin_llabs (__x); }
   ^~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\cstdlib:172:3: note: candidate: long int std::abs(long int)
   abs(long __i) { return __builtin_labs(__i); }
   ^~~
"
s426920823,p00900,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00900\C++\s426920823.cpp:1:1: error: expected unqualified-id before numeric constant
 9 9
 ^
"
s188797946,p01564,FAILED,OTHER,"processed\sources\p01564\C++\s188797946.cpp: In constructor 'point::point(long int, long int, long int, long int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01564\C++\s188797946.cpp:63:15: error: 'log2' was not declared in this scope
   dw = log2(nw) + 1;
               ^
"
s439531568,p00256,COMPILED_CLEAN,,
s019306567,p03539,FAILED,OTHER,"ata\processed\sources\p03539\C++\s019306567.cpp:65:4: error: 'p' was not declared in this scope
    p = 1000;
    ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03539\C++\s019306567.cpp:67:16: error: 'p' was not declared in this scope
   for(ll j=0;j<p;j++){
                ^
"
s939632820,p02639,FAILED,OTHER,"p:610:78: fatal error: ext/pb_ds/detail/resize_policy/hash_standard_resize_policy_imp.hpp: No such file or directory
 #include <ext/pb_ds/detail/resize_policy/hash_standard_resize_policy_imp.hpp>
                                                                              ^
compilation terminated.
"
s050945628,p03495,FAILED,OTHER,"ediction\data\processed\sources\p03495\C++\s050945628.cpp:18:9: error: redeclaration of 'int num'
     int num = 0;
         ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03495\C++\s050945628.cpp:13:9: note: 'int num' previously declared here
     int num = 0;
         ^~~
"
s256397272,p02936,FAILED,OTHER,"\include\c++\mingw32\bits\stdc++.h:41,
                 from D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02936\C++\s256397272.cpp:1:
c:\mingw\include\math.h:270:24: note: previous declaration 'double j1(double)'
 _CRTIMP double __cdecl j1 (double);
                        ^~
"
s185221830,p02553,FAILED,OTHER,"processed\sources\p02553\C++\s185221830.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02553\C++\s185221830.cpp:9:13: error: cannot convert 'double' to 'const char*' for argument '1' to 'int printf(const char*, ...)'
   printf(x*y);
             ^
"
s734867211,p00441,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00441\C++\s734867211.cpp:54:75: error: 'sqrt' was not declared in this scope
  return sqrt(pow(abs(a.first-b.first),2.0)+pow(abs(a.second-b.second),2.0));
                                                                           ^
"
s099157013,p01514,COMPILED_CLEAN,,
s070823831,p03737,FAILED,OTHER,":5: note:   template argument deduction/substitution failed:
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03737\C++\s070823831.cpp:10:42: note:   candidate expects 5 arguments, 2 provided
   string C = transform(a.begin(), toupper);
                                          ^
"
s826539894,p01063,COMPILED_CLEAN,,
s646059615,p03759,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03759\C++\s646059615.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03759\C++\s646059615.cpp:9:3: error: expected ';' before 'else'
   else
   ^~~~
"
s413288845,p03855,FAILED,OTHER," ll)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03855\C++\s413288845.cpp:67:69: error: 'find_wat' was not declared in this scope
  return (find_train(x) == find_train(y))&&(find_way(x) == find_wat(y));
                                                                     ^
"
s492833524,p03806,FAILED,OTHER,"rmer-defect-prediction\data\processed\sources\p03806\C++\s492833524.cpp:47:30:   required from here
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\stl_algobase.h:696:11: error: incompatible types in assignment of 'const long long int' to 'long long int [500]'
  *__first = __tmp;
  ~~~~~~~~~^~~~~~~
"
s889937579,p01718,FAILED,OTHER,"ed\sources\p01718\C++\s889937579.cpp: In function 'int lcm(int, int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01718\C++\s889937579.cpp:10:36: error: '__gcd' was not declared in this scope
     return 1LL * a * b / __gcd(a, b) % mod;
                                    ^
"
s076809661,p02745,FAILED,OTHER,"prediction\data\processed\sources\p02745\C++\s076809661.cpp:72:11: error: a function-definition is not allowed here before '{' token
 int main(){
           ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02745\C++\s076809661.cpp:79:1: error: expected '}' at end of input
 }
 ^
"
s901373899,p01623,FAILED,OTHER,"h:3465:5: note:   template argument deduction/substitution failed:
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01623\C++\s901373899.cpp:74:27: note:   mismatched types 'std::initializer_list<_Tp>' and 'long long int'
   cou = max(cou,uf.size(i));
                           ^
"
s312707250,p02388,FAILED,OTHER,"\gcc\mingw32\6.3.0\include\c++\iostream:39:0,
                 from D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02388\C++\s312707250.cpp:1:
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\ostream:590:5: note:   'std::endl'
     endl(basic_ostream<_CharT, _Traits>& __os)
     ^~~~
"
s341511288,p00272,FAILED,OTHER,"Github\transformer-defect-prediction\data\processed\sources\p00272\C++\s341511288.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00272\C++\s341511288.cpp:14:2: error: 'sum' was not declared in this scope
  sum[ind-1] = prices[ind-1] * times;
  ^~~
"
s657433649,p04032,FAILED,OTHER,"\gcc\mingw32\6.3.0\include\c++\iostream:39:0,
                 from D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p04032\C++\s657433649.cpp:1:
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\ostream:590:5: note:   'std::endl'
     endl(basic_ostream<_CharT, _Traits>& __os)
     ^~~~
"
s371359364,p02778,FAILED,OTHER,"9364.cpp:52:45: error: expected unqualified-id at end of input
         public double ScanDouble => (double)Scan;
                                             ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02778\C++\s371359364.cpp:52:45: error: expected '}' at end of input
"
s996972547,p02859,FAILED,OTHER,"9\C++\s996972547.cpp:7:19: error: expected primary-expression before ';' token
   cout << r * r <<;
                   ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02859\C++\s996972547.cpp:8:7: error: statement cannot resolve address of overloaded function
   endl;
       ^
"
s319374532,p00682,FAILED,OTHER,"a type
       constexpr size_type
                 ^~~~~~~~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\initializer_list:47:11: fatal error: definition of std::initializer_list does not match #include <initializer_list>
     class initializer_list
           ^~~~~~~~~~~~~~~~
compilation terminated.
"
s796964140,p01722,COMPILED_CLEAN,,
s322693186,p02822,FAILED,OTHER,"fect-prediction\data\processed\sources\p02822\C++\s322693186.cpp:78:3: error: expected primary-expression before '}' token
   }
   ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02822\C++\s322693186.cpp:79:6: error: expected primary-expression before ']' token
   dp[]
      ^
"
s395626990,p01134,COMPILED_CLEAN,,
s183503970,p02954,FAILED,OTHER,"thub\transformer-defect-prediction\data\processed\sources\p02954\C++\s183503970.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02954\C++\s183503970.cpp:38:7: error: 'x' was not declared in this scope
   ans[x-1] = x-1 - e.second.first +1;
       ^
"
s684456111,p01771,COMPILED_CLEAN,,
s721606225,p03212,FAILED,OTHER,"p03212\C++\s721606225.cpp:9:9: error: 'len' was not declared in this scope
   num+=(len-1)*(len-2)*(len-3)*pow(3,len-4);
         ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03212\C++\s721606225.cpp:18:5: error: 'len' was not declared in this scope
  if(len==3){
     ^~~
"
s936811035,p03672,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03672\C++\s936811035.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03672\C++\s936811035.cpp:15:16: error: expected ';' before 's'
   s.pop_back() s.pop_back();
                ^
"
s381316099,p01732,COMPILED_CLEAN,,
s051983631,p00885,COMPILED_CLEAN,,
s101316664,p01767,COMPILED_CLEAN,,
s116653237,p03643,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03643\C++\s116653237.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03643\C++\s116653237.cpp:5:1: error: expected ';' before 'cout'
 cout<<""ABC""<<a<<endl;
 ^~~~
"
s220713083,p02617,COMPILED_CLEAN,,
s966744427,p03700,FAILED,OTHER,"a type
       constexpr size_type
                 ^~~~~~~~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\initializer_list:47:11: fatal error: definition of std::initializer_list does not match #include <initializer_list>
     class initializer_list
           ^~~~~~~~~~~~~~~~
compilation terminated.
"
s232124168,p02326,FAILED,OTHER,"rom D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02326\C++\s232124168.cpp:1:
c:\mingw\include\stdio.h:677:41: note:   initializing argument 1 of 'int puts(const char*)'
 _CRTIMP __cdecl __MINGW_NOTHROW  int    puts (const char *);
                                         ^~~~
"
s640750966,p02777,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02777\C++\s640750966.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02777\C++\s640750966.cpp:15:16: error: expected ';' before 'b'
     cout << a  b << endl;
                ^
"
s087754520,p02853,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02853\C++\s087754520.cpp:1:17: fatal error: pch.h: No such file or directory
 #include ""pch.h""
                 ^
compilation terminated.
"
s394401682,p03168,FAILED,OTHER," was not declared in this scope
     ans += dp[n][i];
     ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03168\C++\s394401682.cpp:46:38: error: 'ans' was not declared in this scope
   cout << fixed << setprecision(10)<<ans << endl;
                                      ^~~
"
s777856809,p02678,FAILED,OTHER,"ata\processed\sources\p02678\C++\s777856809.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02678\C++\s777856809.cpp:89:21: warning: overflow in implicit constant conversion [-Woverflow]
     vector<ll> D(N, INFINITY);
                     ^~~~~~~~
"
s171086876,p03378,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03378\C++\s171086876.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03378\C++\s171086876.cpp:11:10: error: 'x' was not declared in this scope
     if(a<x) l++;
          ^
"
s277215821,p02924,FAILED,OTHER,"+\s277215821.cpp:19:5: error: 'cout' was not declared in this scope
     cout << ans << endl;
     ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02924\C++\s277215821.cpp:19:20: error: 'endl' was not declared in this scope
     cout << ans << endl;
                    ^~~~
"
s267448005,p03256,FAILED,OTHER," dfs(int, int, int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03256\C++\s267448005.cpp:37:38: error: invalid operands of types 'int' and 'int [200200]' to binary 'operator-'
   if((lvl - used[v]) % 4 == 0 && lvl - used >= 4) {
                                  ~~~~^~~~~~
"
s001736121,p01846,COMPILED_CLEAN,,
s959758093,p01368,FAILED,OTHER,"ediction\data\processed\sources\p01368\C++\s959758093.cpp: In function 'int santas()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01368\C++\s959758093.cpp:202:30: error: 'memset' was not declared in this scope
   memset(dist,-1,sizeof(dist));
                              ^
"
s847603369,p03280,FAILED,OTHER,"ub\transformer-defect-prediction\data\processed\sources\p03280\C++\s847603369.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03280\C++\s847603369.cpp:31:22: error: '_' was not declared in this scope
   cout << (a-1)*_(b-1);
                      ^
"
s982925332,p02098,COMPILED_CLEAN,,
s356673626,p03335,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03335\C++\s356673626.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03335\C++\s356673626.cpp:144:9: error: expected ';' before 'nx'
         nx = par[i][nx];
         ^~
"
s078438275,p03490,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03490\C++\s078438275.cpp:1:20: fatal error: stdafx.h: No such file or directory
 #include ""stdafx.h""
                    ^
compilation terminated.
"
s788922032,p02574,COMPILED_CLEAN,,
s635857011,p02882,FAILED,OTHER,"ansformer-defect-prediction\data\processed\sources\p02882\C++\s635857011.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02882\C++\s635857011.cpp:61:24: error: 'q' was not declared in this scope
     double ans2 = atan(q);
                        ^
"
s221135452,p00440,FAILED,OTHER,"fore ')' token
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00440\C++\s221135452.cpp:40:38: error: label 'rennketukanouseiflag' used but not defined
                 if(flag == true???&& rennketukanouseiflag == true){
                                      ^~~~~~~~~~~~~~~~~~~~
"
s327993826,p01722,FAILED,OTHER,"essed\sources\p01722\C++\s327993826.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01722\C++\s327993826.cpp:3:20: error: 'n' was not declared in this scope
 main(){scanf(""%d"",&n);if(n==1){a(2);}else if(n<3){a(1);}else{a(0);}}
                    ^
"
s768550861,p02959,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02959\C++\s768550861.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02959\C++\s768550861.cpp:24:3: error: expected '}' at end of input
   }
   ^
"
s688898106,p03001,FAILED,OTHER,"06.cpp:15:3: error: 'cout' was not declared in this scope
   cout << area << c << endl;
   ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03001\C++\s688898106.cpp:15:24: error: 'endl' was not declared in this scope
   cout << area << c << endl;
                        ^~~~
"
s377043390,p01144,FAILED,OTHER,"pp:27:21: error: 'r' was not declared in this scope
             if(m >= r[i])
                     ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01144\C++\s377043390.cpp:45:24: error: 'r' was not declared in this scope
             sum += i * r[i];
                        ^
"
s594228476,p02620,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02620\C++\s594228476.cpp:30:23: fatal error: atcoder/all: No such file or directory
 #include <atcoder/all>
                       ^
compilation terminated.
"
s104617461,p02640,FAILED,OTHER,"d\sources\p02640\C++\s104617461.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02640\C++\s104617461.cpp:32:26: error: expected primary-expression before '<' token
     if ((Y - 2 * X) / 2 =< X && (Y - 2 * X) % 2 == 0) {
                          ^
"
